Date,Total Adults in Shelter,Total Children in Shelter,Total Individuals in Shelter,Single Adult Men in Shelter,Single Adult Women in Shelter,Total Single Adults in Shelter,Families with Children in Shelter,Adults in Families with Children in Shelter,Children in Families with Children in Shelter,Total Individuals in Families with Children in Shelter ,Adult Families in Shelter,Easter,Thanksgiving,Christmas
4/15/2017,36354,22439,58793,10102,3823,13925,12529,17164,22439,2501,5265,0,0,0
4/16/2017,36354,22439,58793,10102,3823,13925,12529,17164,22439,2501,5265,1,0,0
4/17/2017,36354,22439,58793,10102,3823,13925,12529,17164,22439,2501,5265,0,0,0
4/18/2017,36466,22369,58835,10195,3825,14020,12478,17121,22369,2529,5325,0,0,0
4/19/2017,36533,22388,58921,10218,3842,14060,12497,17140,22388,2533,5333,0,0,0
4/20/2017,36521,22409,58930,10186,3846,14032,12511,17147,22409,2536,5342,0,0,0
4/21/2017,36475,22385,58860,10153,3810,13963,12501,17142,22385,2550,5370,0,0,0
4/22/2017,36511,22416,58927,10146,3824,13970,12516,17173,22416,2548,5368,0,0,0
4/23/2017,36573,22458,59031,10175,3825,14000,12546,17212,22458,2545,5361,0,0,0
4/24/2017,36614,22437,59051,10198,3828,14026,12536,17203,22437,2557,5385,0,0,0
4/25/2017,36573,22465,59038,10193,3842,14035,12536,17207,22465,2532,5331,0,0,0
4/26/2017,36556,22455,59011,10175,3837,14012,12530,17189,22455,2542,5355,0,0,0
4/27/2017,36586,22473,59059,10176,3826,14002,12556,17226,22473,2542,5358,0,0,0
4/28/2017,36470,22457,58927,10074,3823,13897,12562,17236,22457,2533,5337,0,0,0
4/29/2017,36363,22393,58756,10075,3813,13888,12509,17161,22393,2521,5314,0,0,0
4/30/2017,36486,22392,58878,10152,3819,13971,12508,17165,22392,2540,5350,0,0,0
5/1/2017,36477,22415,58892,10123,3802,13925,12527,17197,22415,2543,5355,0,0,0
5/2/2017,36367,22335,58702,10171,3795,13966,12479,17136,22335,2498,5265,0,0,0
5/3/2017,36426,22377,58803,10160,3810,13970,12502,17164,22377,2512,5292,0,0,0
5/4/2017,36347,22357,58704,10166,3799,13965,12484,17139,22357,2488,5243,0,0,0
5/5/2017,36243,22300,58543,10149,3791,13940,12452,17077,22300,2478,5226,0,0,0
5/6/2017,36204,22302,58506,10101,3810,13911,12443,17050,22302,2486,5243,0,0,0
5/7/2017,36299,22345,58644,10165,3821,13986,12454,17073,22345,2485,5240,0,0,0
5/8/2017,36364,22389,58753,10189,3821,14010,12472,17096,22389,2494,5258,0,0,0
5/9/2017,36342,22379,58721,10157,3837,13994,12460,17092,22379,2493,5256,0,0,0
5/10/2017,36331,22414,58745,10177,3762,13939,12492,17124,22414,2498,5268,0,0,0
5/11/2017,36347,22403,58750,10168,3817,13985,12488,17103,22403,2494,5259,0,0,0
5/12/2017,36295,22351,58646,10149,3815,13964,12456,17063,22351,2498,5268,0,0,0
5/13/2017,36337,22358,58695,10183,3817,14000,12469,17085,22358,2491,5252,0,0,0
5/14/2017,36337,22358,58695,10183,3817,14000,12469,17085,22358,2491,5252,0,0,0
5/15/2017,36307,22312,58619,10177,3811,13988,12437,17055,22312,2498,5264,0,0,0
5/16/2017,36338,22296,58634,10189,3846,14035,12435,17050,22296,2493,5253,0,0,0
5/17/2017,36435,22374,58809,10197,3848,14045,12489,17121,22374,2500,5269,0,0,0
5/18/2017,36344,22323,58667,10168,3826,13994,12454,17084,22323,2499,5266,0,0,0
5/19/2017,36312,22309,58621,10150,3812,13962,12457,17079,22309,2501,5271,0,0,0
5/20/2017,36358,22335,58693,10162,3825,13987,12482,17107,22335,2496,5264,0,0,0
5/21/2017,36396,22307,58703,10190,3831,14021,12476,17096,22307,2504,5279,0,0,0
5/22/2017,36421,22295,58716,10216,3848,14064,12463,17094,22295,2496,5263,0,0,0
5/23/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,2481,5233,0,0,0
5/24/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,2481,5233,0,0,0
5/25/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,2481,5233,0,0,0
5/26/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,2481,5233,0,0,0
5/27/2017,36324,22257,58581,10204,3834,14038,12436,17053,22257,2481,5233,0,0,0
5/28/2017,36254,22287,58541,10134,3826,13960,12476,17091,22287,2465,5203,0,0,0
5/29/2017,36292,22258,58550,10217,3828,14045,12456,17058,22258,2458,5189,0,0,0
5/30/2017,36291,22214,58505,10230,3849,14079,12430,17021,22214,2459,5191,0,0,0
5/31/2017,36233,22179,58412,10219,3839,14058,12413,16993,22179,2455,5182,0,0,0
6/1/2017,36112,22149,58261,10139,3811,13950,12419,16989,22149,2452,5173,0,0,0
6/2/2017,36121,22201,58322,10100,3787,13887,12443,17032,22201,2465,5202,0,0,0
6/3/2017,36056,22144,58200,10102,3780,13882,12408,16989,22144,2457,5185,0,0,0
6/4/2017,36186,22163,58349,10175,3805,13980,12426,17011,22163,2462,5195,0,0,0
6/5/2017,36280,22194,58474,10220,3820,14040,12433,17022,22194,2473,5218,0,0,0
6/6/2017,36149,22153,58302,10221,3713,13934,12406,16992,22153,2474,5223,0,0,0
6/7/2017,36290,22173,58463,10223,3829,14052,12433,17016,22173,2473,5222,0,0,0
6/8/2017,36281,22100,58381,10237,3841,14078,12398,16967,22100,2480,5236,0,0,0
6/9/2017,36194,22104,58298,10181,3822,14003,12411,16978,22104,2470,5213,0,0,0
6/10/2017,36121,22089,58210,10127,3812,13939,12393,16954,22089,2476,5228,0,0,0
6/11/2017,36151,22106,58257,10137,3827,13964,12401,16970,22106,2470,5217,0,0,0
6/12/2017,36147,22091,58238,10150,3813,13963,12400,16966,22091,2469,5218,0,0,0
6/13/2017,36126,22042,58168,10131,3837,13968,12362,16926,22042,2477,5232,0,0,0
6/14/2017,36167,22097,58264,10150,3824,13974,12396,16956,22097,2479,5237,0,0,0
6/15/2017,36168,22082,58250,10171,3826,13997,12386,16948,22082,2474,5223,0,0,0
6/16/2017,36104,22091,58195,10121,3802,13923,12398,16985,22091,2460,5196,0,0,0
6/17/2017,36112,22068,58180,10141,3802,13943,12388,16971,22068,2461,5198,0,0,0
6/18/2017,36165,22119,58284,10135,3818,13953,12414,17002,22119,2467,5210,0,0,0
6/19/2017,36260,22144,58404,10189,3834,14023,12422,17022,22144,2469,5215,0,0,0
6/20/2017,36182,22036,58218,10181,3827,14008,12375,16951,22036,2473,5223,0,0,0
6/21/2017,36178,22067,58245,10180,3818,13998,12394,16965,22067,2470,5215,0,0,0
6/22/2017,36178,22067,58245,10180,3818,13998,12394,16965,22067,2470,5215,0,0,0
6/23/2017,36178,22067,58245,10180,3818,13998,12394,16965,22067,2470,5215,0,0,0
6/24/2017,36178,22067,58245,10180,3818,13998,12394,16965,22067,2470,5215,0,0,0
6/25/2017,36173,22117,58290,10177,3796,13973,12406,16981,22117,2471,5219,0,0,0
6/26/2017,36154,22119,58273,10173,3793,13966,12407,16992,22119,2460,5196,0,0,0
6/27/2017,36209,22142,58351,10220,3823,14043,12404,16995,22142,2448,5171,0,0,0
6/28/2017,36190,22179,58369,10185,3800,13985,12439,17030,22179,2449,5175,0,0,0
6/29/2017,36184,22187,58371,10162,3818,13980,12443,17039,22187,2444,5165,0,0,0
6/30/2017,35994,22165,58159,10056,3782,13838,12439,17021,22165,2431,5135,0,0,0
7/1/2017,35976,22165,58141,10059,3776,13835,12418,17004,22165,2432,5137,0,0,0
7/2/2017,36007,22127,58134,10079,3809,13888,12388,16970,22127,2437,5149,0,0,0
7/3/2017,36013,22088,58101,10066,3811,13877,12371,16957,22088,2450,5179,0,0,0
7/4/2017,35890,22047,57937,10008,3796,13804,12349,16933,22047,2438,5153,0,0,0
7/5/2017,36054,22074,58128,10073,3830,13903,12365,16955,22074,2459,5196,0,0,0
7/6/2017,36082,22078,58160,10117,3832,13949,12368,16952,22078,2452,5181,0,0,0
7/7/2017,36042,22111,58153,10069,3818,13887,12382,16967,22111,2456,5188,0,0,0
7/8/2017,36015,22142,58157,10030,3803,13833,12398,17003,22142,2452,5179,0,0,0
7/9/2017,36111,22139,58250,10107,3824,13931,12387,16981,22139,2463,5199,0,0,0
7/10/2017,36138,22135,58273,10097,3840,13937,12393,16997,22135,2465,5204,0,0,0
7/11/2017,36136,22135,58271,10092,3843,13935,12385,16977,22135,2475,5224,0,0,0
7/12/2017,36144,22175,58319,10104,3844,13948,12395,16989,22175,2467,5207,0,0,0
7/13/2017,36101,22156,58257,10099,3835,13934,12384,16957,22156,2467,5210,0,0,0
7/14/2017,36142,22214,58356,10077,3837,13914,12428,17017,22214,2469,5211,0,0,0
7/15/2017,36140,22236,58376,10051,3834,13885,12448,17048,22236,2468,5207,0,0,0
7/16/2017,36225,22254,58479,10095,3862,13957,12452,17058,22254,2469,5210,0,0,0
7/17/2017,36249,22234,58483,10141,3868,14009,12435,17030,22234,2469,5210,0,0,0
7/18/2017,36217,22200,58417,10156,3860,14016,12421,17004,22200,2462,5197,0,0,0
7/19/2017,36262,22220,58482,10125,3872,13997,12442,17052,22220,2469,5213,0,0,0
7/20/2017,36275,22223,58498,10154,3883,14037,12431,17034,22223,2466,5204,0,0,0
7/21/2017,36229,22209,58438,10102,3864,13966,12435,17033,22209,2477,5230,0,0,0
7/22/2017,36221,22229,58450,10080,3859,13939,12452,17044,22229,2480,5238,0,0,0
7/23/2017,36283,22207,58490,10130,3880,14010,12438,17023,22207,2486,5250,0,0,0
7/24/2017,36307,22184,58491,10154,3895,14049,12417,17004,22184,2489,5254,0,0,0
7/25/2017,36311,22204,58515,10184,3877,14061,12416,17004,22204,2486,5246,0,0,0
7/26/2017,36352,22223,58575,10183,3896,14079,12431,17023,22223,2488,5250,0,0,0
7/27/2017,36364,22231,58595,10187,3894,14081,12433,17023,22231,2492,5260,0,0,0
7/28/2017,36278,22235,58513,10096,3885,13981,12431,17029,22235,2495,5268,0,0,0
7/29/2017,36269,22222,58491,10093,3893,13986,12423,17022,22222,2494,5261,0,0,0
7/30/2017,36324,22229,58553,10132,3901,14033,12429,17032,22229,2493,5259,0,0,0
7/31/2017,36342,22232,58574,10132,3905,14037,12423,17025,22232,2503,5280,0,0,0
8/1/2017,36195,22170,58365,10085,3872,13957,12379,16962,22170,2501,5276,0,0,0
8/2/2017,36292,22156,58448,10125,3900,14025,12393,16979,22156,2507,5288,0,0,0
8/3/2017,36293,22235,58528,10084,3892,13976,12424,17022,22235,2509,5295,0,0,0
8/4/2017,36272,22247,58519,10045,3883,13928,12429,17042,22247,2512,5302,0,0,0
8/5/2017,36296,22266,58562,10044,3889,13933,12444,17064,22266,2511,5299,0,0,0
8/6/2017,36467,22298,58765,10149,3910,14059,12464,17094,22298,2517,5314,0,0,0
8/7/2017,36505,22298,58803,10205,3911,14116,12462,17093,22298,2509,5296,0,0,0
8/8/2017,36467,22261,58728,10209,3911,14120,12435,17062,22261,2504,5285,0,0,0
8/9/2017,36435,22240,58675,10187,3908,14095,12431,17047,22240,2508,5293,0,0,0
8/10/2017,36508,22328,58836,10196,3914,14110,12482,17096,22328,2513,5302,0,0,0
8/11/2017,36431,22302,58733,10133,3893,14026,12476,17089,22302,2519,5316,0,0,0
8/12/2017,36439,22313,58752,10130,3892,14022,12480,17095,22313,2521,5322,0,0,0
8/13/2017,36554,22362,58916,10204,3904,14108,12508,17135,22362,2515,5311,0,0,0
8/14/2017,36622,22357,58979,10245,3913,14158,12504,17136,22357,2525,5328,0,0,0
8/15/2017,36626,22349,58975,10241,3927,14168,12501,17128,22349,2526,5330,0,0,0
8/16/2017,36688,22426,59114,10251,3927,14178,12529,17166,22426,2533,5344,0,0,0
8/17/2017,36590,22355,58945,10239,3924,14163,12501,17125,22355,2511,5302,0,0,0
8/18/2017,36517,22359,58876,10184,3892,14076,12500,17129,22359,2516,5312,0,0,0
8/19/2017,36475,22327,58802,10162,3895,14057,12484,17107,22327,2516,5311,0,0,0
8/20/2017,36591,22366,58957,10222,3906,14128,12502,17140,22366,2522,5323,0,0,0
8/21/2017,36665,22387,59052,10248,3919,14167,12518,17165,22387,2527,5333,0,0,0
8/22/2017,36612,22380,58992,10232,3900,14132,12510,17164,22380,2519,5316,0,0,0
8/23/2017,36653,22418,59071,10223,3925,14148,12531,17188,22418,2520,5317,0,0,0
8/24/2017,36674,22452,59126,10244,3919,14163,12542,17196,22452,2518,5315,0,0,0
8/25/2017,36640,22472,59112,10191,3932,14123,12558,17212,22472,2513,5305,0,0,0
8/26/2017,36601,22426,59027,10170,3951,14121,12545,17184,22426,2509,5296,0,0,0
8/27/2017,36685,22418,59103,10242,3979,14221,12541,17176,22418,2506,5288,0,0,0
8/28/2017,36776,22495,59271,10249,3979,14228,12584,17245,22495,2513,5303,0,0,0
8/29/2017,36799,22512,59311,10265,3981,14246,12575,17219,22512,2530,5334,0,0,0
8/30/2017,36881,22631,59512,10258,3982,14240,12642,17311,22631,2528,5330,0,0,0
8/31/2017,36878,22624,59502,10272,3995,14267,12640,17308,22624,2514,5303,0,0,0
9/1/2017,36697,22655,59352,10142,3919,14061,12666,17344,22655,2507,5292,0,0,0
9/2/2017,36644,22627,59271,10146,3913,14059,12650,17315,22627,2495,5270,0,0,0
9/3/2017,36805,22675,59480,10224,3936,14160,12676,17349,22675,2506,5296,0,0,0
9/4/2017,36761,22640,59401,10240,3947,14187,12639,17295,22640,2498,5279,0,0,0
9/5/2017,36844,22712,59556,10238,3955,14193,12683,17371,22712,2498,5280,0,0,0
9/6/2017,36825,22689,59514,10262,3949,14211,12656,17354,22689,2488,5260,0,0,0
9/7/2017,36845,22730,59575,10228,3950,14178,12687,17381,22730,2502,5286,0,0,0
9/8/2017,36818,22779,59597,10218,3924,14142,12687,17369,22779,2512,5307,0,0,0
9/9/2017,36757,22773,59530,10168,3920,14088,12685,17367,22773,2510,5302,0,0,0
9/10/2017,36859,22766,59625,10234,3950,14184,12693,17375,22766,2509,5300,0,0,0
9/11/2017,36962,22870,59832,10230,3951,14181,12736,17446,22870,2526,5335,0,0,0
9/12/2017,36952,22823,59775,10250,3948,14198,12716,17414,22823,2529,5340,0,0,0
9/13/2017,36972,22840,59812,10240,3972,14212,12728,17428,22840,2525,5332,0,0,0
9/14/2017,36990,22873,59863,10236,3979,14215,12734,17427,22873,2532,5348,0,0,0
9/15/2017,36942,22869,59811,10201,3967,14168,12737,17431,22869,2529,5343,0,0,0
9/16/2017,36937,22898,59835,10189,3947,14136,12747,17448,22898,2533,5353,0,0,0
9/17/2017,37044,22927,59971,10253,3962,14215,12766,17475,22927,2534,5354,0,0,0
9/18/2017,37016,22866,59882,10250,3978,14228,12732,17432,22866,2535,5356,0,0,0
9/19/2017,37043,22923,59966,10257,3994,14251,12755,17473,22923,2517,5319,0,0,0
9/20/2017,37067,22952,60019,10251,3989,14240,12776,17484,22952,2526,5343,0,0,0
9/21/2017,37125,22991,60116,10266,3988,14254,12805,17525,22991,2528,5346,0,0,0
9/22/2017,37033,23007,60040,10207,3974,14181,12805,17522,23007,2521,5330,0,0,0
9/23/2017,37035,23079,60114,10188,3961,14149,12839,17564,23079,2517,5322,0,0,0
9/24/2017,37087,23024,60111,10262,3982,14244,12807,17516,23024,2520,5327,0,0,0
9/25/2017,37076,22945,60021,10268,4003,14271,12774,17479,22945,2520,5326,0,0,0
9/26/2017,37085,22971,60056,10264,4000,14264,12796,17486,22971,2524,5335,0,0,0
9/27/2017,37090,23004,60094,10267,3986,14253,12818,17510,23004,2521,5327,0,0,0
9/28/2017,37112,23031,60143,10259,4000,14259,12843,17545,23031,2513,5308,0,0,0
9/29/2017,36935,22987,59922,10142,3971,14113,12812,17511,22987,2514,5311,0,0,0
9/30/2017,36959,22930,59889,10197,3968,14165,12795,17489,22930,2511,5305,0,0,0
10/1/2017,37059,23038,60097,10197,3998,14195,12851,17569,23038,2507,5295,0,0,0
10/2/2017,37043,23002,60045,10223,3997,14220,12818,17542,23002,2500,5281,0,0,0
10/3/2017,37064,23084,60148,10234,3995,14229,12843,17563,23084,2497,5272,0,0,0
10/4/2017,37146,23068,60214,10266,4030,14296,12838,17551,23068,2509,5299,0,0,0
10/5/2017,37064,22987,60051,10257,4035,14292,12799,17500,22987,2496,5272,0,0,0
10/6/2017,37008,23042,60050,10191,3996,14187,12822,17540,23042,2500,5281,0,0,0
10/7/2017,36932,22953,59885,10170,4008,14178,12797,17508,22953,2484,5246,0,0,0
10/8/2017,37043,22967,60010,10249,4039,14288,12801,17504,22967,2486,5251,0,0,0
10/9/2017,37125,22964,60089,10280,4057,14337,12804,17538,22964,2486,5250,0,0,0
10/10/2017,37192,23045,60237,10276,4055,14331,12845,17591,23045,2495,5270,0,0,0
10/11/2017,37264,23086,60350,10308,4075,14383,12866,17610,23086,2496,5271,0,0,0
10/12/2017,37267,23067,60334,10301,4087,14388,12857,17591,23067,2505,5288,0,0,0
10/13/2017,37219,23098,60317,10272,4069,14341,12863,17594,23098,2504,5284,0,0,0
10/14/2017,37064,23083,60147,10209,4022,14231,12857,17577,23083,2491,5256,0,0,0
10/15/2017,37197,23138,60335,10248,4044,14292,12899,17642,23138,2495,5263,0,0,0
10/16/2017,37298,23138,60436,10286,4062,14348,12914,17668,23138,2504,5282,0,0,0
10/17/2017,37182,23123,60305,10281,3928,14209,12907,17667,23123,2515,5306,0,0,0
10/18/2017,37353,23172,60525,10275,4067,14342,12935,17702,23172,2518,5309,0,0,0
10/19/2017,37352,23173,60525,10282,4064,14346,12954,17713,23173,2511,5293,0,0,0
10/20/2017,37274,23173,60447,10220,4043,14263,12945,17717,23173,2512,5294,0,0,0
10/21/2017,37291,23228,60519,10246,4025,14271,12963,17740,23228,2504,5280,0,0,0
10/22/2017,37355,23182,60537,10303,4060,14363,12944,17721,23182,2499,5271,0,0,0
10/23/2017,37287,23071,60358,10299,4068,14367,12895,17655,23071,2496,5265,0,0,0
10/24/2017,37325,23056,60381,10317,4071,14388,12895,17644,23056,2509,5293,0,0,0
10/25/2017,37331,23121,60452,10306,4061,14367,12914,17659,23121,2516,5305,0,0,0
10/26/2017,37326,23131,60457,10330,4065,14395,12912,17639,23131,2511,5292,0,0,0
10/27/2017,37160,23056,60216,10252,4041,14293,12884,17603,23056,2498,5264,0,0,0
10/28/2017,37135,23047,60182,10236,4044,14280,12870,17593,23047,2497,5262,0,0,0
10/29/2017,37250,23060,60310,10316,4051,14367,12879,17606,23060,2504,5277,0,0,0
10/30/2017,37282,23069,60351,10339,4063,14402,12887,17616,23069,2497,5264,0,0,0
10/31/2017,37182,22996,60178,10305,4052,14357,12845,17560,22996,2497,5265,0,0,0
11/1/2017,37121,22988,60109,10283,4031,14314,12837,17546,22988,2495,5261,0,0,0
11/2/2017,37088,22905,59993,10285,4040,14325,12799,17492,22905,2500,5271,0,0,0
11/3/2017,37088,22905,59993,10285,4040,14325,12799,17492,22905,2500,5271,0,0,0
11/4/2017,37088,22905,59993,10285,4040,14325,12799,17492,22905,2500,5271,0,0,0
11/5/2017,37122,22944,60066,10307,4031,14338,12818,17522,22944,2496,5262,0,0,0
11/6/2017,37252,23013,60265,10330,4040,14370,12869,17597,23013,2506,5285,0,0,0
11/7/2017,37270,22947,60217,10370,4063,14433,12837,17553,22947,2506,5284,0,0,0
11/8/2017,37303,22976,60279,10366,4069,14435,12864,17589,22976,2505,5279,0,0,0
11/9/2017,37264,22954,60218,10377,4069,14446,12841,17550,22954,2501,5268,0,0,0
11/10/2017,37282,22966,60248,10373,4077,14450,12860,17575,22966,2494,5257,0,0,0
11/11/2017,37146,22932,60078,10336,4044,14380,12829,17534,22932,2481,5232,0,0,0
11/12/2017,37275,23012,60287,10381,4062,14443,12866,17586,23012,2489,5246,0,0,0
11/13/2017,37340,22965,60305,10439,4078,14517,12847,17570,22965,2492,5253,0,0,0
11/14/2017,37360,22965,60325,10436,4091,14527,12834,17560,22965,2501,5273,0,0,0
11/15/2017,37364,22988,60352,10432,4075,14507,12842,17555,22988,2514,5302,0,0,0
11/16/2017,37387,22994,60381,10460,4092,14552,12844,17554,22994,2503,5281,0,0,0
11/17/2017,37387,22994,60381,10460,4092,14552,12844,17554,22994,2503,5281,0,0,0
11/18/2017,37268,22895,60163,10450,4079,14529,12789,17464,22895,2502,5275,0,0,0
11/19/2017,37278,22930,60208,10437,4066,14503,12806,17487,22930,2509,5288,0,0,0
11/20/2017,37395,22968,60363,10501,4059,14560,12825,17530,22968,2517,5305,0,0,0
11/21/2017,37414,22954,60368,10499,4076,14575,12833,17549,22954,2511,5290,0,0,0
11/22/2017,37371,22945,60316,10495,4056,14551,12832,17534,22945,2507,5286,0,0,0
11/23/2017,37279,22936,60215,10410,4056,14466,12833,17534,22936,2504,5279,0,1,0
11/24/2017,37328,22933,60261,10460,4066,14526,12820,17517,22933,2507,5285,0,0,0
11/25/2017,37250,22863,60113,10465,4058,14523,12773,17451,22863,2503,5276,0,0,0
11/26/2017,37321,22858,60179,10510,4084,14594,12762,17442,22858,2508,5285,0,0,0
11/27/2017,37394,22885,60279,10531,4094,14625,12785,17482,22885,2509,5287,0,0,0
11/28/2017,37433,22908,60341,10540,4095,14635,12799,17498,22908,2516,5300,0,0,0
11/29/2017,37464,22911,60375,10542,4116,14658,12792,17484,22911,2526,5322,0,0,0
11/30/2017,37400,22830,60230,10531,4105,14636,12773,17451,22830,2522,5313,0,0,0
12/1/2017,37262,22887,60149,10449,4067,14516,12784,17455,22887,2510,5291,0,0,0
12/2/2017,37259,22905,60164,10490,4056,14546,12794,17467,22905,2489,5246,0,0,0
12/3/2017,37372,22916,60288,10534,4078,14612,12810,17492,22916,2498,5268,0,0,0
12/4/2017,37414,22934,60348,10525,4070,14595,12826,17521,22934,2512,5298,0,0,0
12/5/2017,37413,22918,60331,10531,4077,14608,12810,17517,22918,2507,5288,0,0,0
12/6/2017,37569,22966,60535,10600,4114,14714,12844,17565,22966,2506,5290,0,0,0
12/7/2017,37516,22936,60452,10579,4112,14691,12827,17540,22936,2506,5285,0,0,0
12/8/2017,37438,22903,60341,10572,4081,14653,12809,17516,22903,2497,5269,0,0,0
12/9/2017,37442,22927,60369,10562,4077,14639,12825,17537,22927,2496,5266,0,0,0
12/10/2017,37528,22980,60508,10604,4077,14681,12848,17570,22980,2503,5277,0,0,0
12/11/2017,37528,22980,60508,10604,4077,14681,12848,17570,22980,2503,5277,0,0,0
12/12/2017,37522,22929,60451,10606,4098,14704,12822,17532,22929,2507,5286,0,0,0
12/13/2017,37594,22916,60510,10648,4109,14757,12821,17533,22916,2517,5304,0,0,0
12/14/2017,37646,22947,60593,10665,4119,14784,12826,17542,22947,2524,5320,0,0,0
12/15/2017,37628,22957,60585,10641,4093,14734,12833,17557,22957,2532,5337,0,0,0
12/16/2017,37521,22926,60447,10577,4093,14670,12819,17536,22926,2520,5315,0,0,0
12/17/2017,37580,22929,60509,10628,4100,14728,12815,17541,22929,2520,5311,0,0,0
12/18/2017,37575,22905,60480,10626,4103,14729,12806,17526,22905,2522,5320,0,0,0
12/19/2017,37523,22835,60358,10634,4093,14727,12772,17489,22835,2516,5307,0,0,0
12/20/2017,37530,22829,60359,10650,4094,14744,12774,17478,22829,2515,5308,0,0,0
12/21/2017,37563,22820,60383,10643,4092,14735,12785,17487,22820,2530,5341,0,0,0
12/22/2017,37484,22824,60308,10621,4080,14701,12765,17467,22824,2517,5316,0,0,0
12/23/2017,37391,22785,60176,10584,4055,14639,12744,17438,22785,2517,5314,0,0,0
12/24/2017,37401,22806,60207,10589,4049,14638,12755,17453,22806,2516,5310,0,0,0
12/25/2017,37456,22830,60286,10621,4051,14672,12774,17471,22830,2518,5313,0,0,1
12/26/2017,37468,22760,60228,10660,4069,14729,12742,17415,22760,2523,5324,0,0,0
12/27/2017,37365,22668,60033,10632,4086,14718,12684,17345,22668,2512,5302,0,0,0
12/28/2017,37387,22692,60079,10657,4051,14708,12710,17375,22692,2513,5304,0,0,0
12/29/2017,37356,22694,60050,10632,4034,14666,12722,17384,22694,2513,5306,0,0,0
12/30/2017,37322,22695,60017,10627,4030,14657,12716,17384,22695,2503,5281,0,0,0
12/31/2017,37248,22685,59933,10564,4012,14576,12707,17379,22685,2507,5293,0,0,0
1/1/2018,37388,22711,60099,10644,4039,14683,12721,17396,22711,2516,5309,0,0,0
1/2/2018,37444,22682,60126,10695,4064,14759,12706,17377,22682,2516,5308,0,0,0
1/3/2018,37301,22542,59843,10684,4047,14731,12619,17279,22542,2507,5291,0,0,0
